JAN,在庫数,薬品名,棚番
4987123143936,83,ロゼレム錠８ｍｇ(PTP1錠),茶
4987123152280,135,ロトリガ粒状カプセル２ｇ(分包1包),ク漢方棚
4987116010719,7,ロナセンテープ２０ｍｇ(枚1枚),下劇袋
4987155139280,174,ロピニロール徐放錠２ｍｇ「トーワ」(PTP1錠),下劇
4987901106108,31,ロフラゼプ酸エチル錠１ｍｇ「ＳＮ」(PTP1錠),下向3-30
4987672957640,182,ロペミンカプセル１ｍｇ(PTP1Ｃ),下
4987476138511,103,ロラタジンＯＤ錠１０ｍｇ「ＹＤ」(PTP1錠),下
4987306074088,93,ロルカム錠４ｍｇ(PTP1錠),不動在庫
4987071162010,0,ロルノキシカム錠４ｍｇ「ＫＯ」(PTP1錠),""
4987028240358,0,ワーファリン顆粒０．２％(ﾊﾞﾗ1ｇ),散剤引出し２
4987028240501,411,ワーファリン錠０．５ｍｇ(PTP1錠),茶､PTP
4987028240518,239,ワーファリン錠０．５ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987028240303,655,ワーファリン錠１ｍｇ(PTP1錠),茶
4987028240310,466,ワーファリン錠１ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987028240327,93,ワーファリン錠５ｍｇ(ﾊﾞﾗ1錠),バラ錠
4987222648974,71.3,ワイドシリン細粒１０％　１００ｍｇ(ﾊﾞﾗ1ｇ),散剤棚
4987114553102,200,ワイパックス錠１．０　１ｍｇ(PTP1錠),茶向30
4987028220664,871,ワソラン錠４０ｍｇ(PTP1錠),茶､PTP
4987028220671,743,ワソラン錠４０ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987294311509,181,ワンアルファ錠０．２５μｇ(PTP1錠),不動在庫
